"customer_id","account_num","lname","fname","mi","address1","address2","address3","address4","city","state_province","postal_code","country","customer_region_id","phone1","phone2","birthdate","marital_status","yearly_income","gender","total_children","num_children_at_home","education","date_accnt_opened","member_card","occupation","houseowner","num_cars_owned"
4612,36219113500.00,"Montes","Alex",,"1781 Camino Solano",,,,"Mill Valley","CA","95389","USA",38,"832-555-6400","174-555-1965",1976/6/11 00:00:00,"S","$70K - $90K","M",3,0,"Graduate Degree",1991/3/6 00:00:00,"Bronze","Professional","N",4
4613,36221951200.00,"Prescott","Rhonda",,"5493 Gonzalez Ct","Unit C",,,"Tlaxiaco","Oaxaca","10202","Mexico",30,"290-555-6293","162-555-6058",1955/10/17 00:00:00,"S","$50K - $70K","F",3,0,"Bachelors Degree",1993/7/6 00:00:00,"Bronze","Professional","N",2
4614,36228136420.00,"Campbell","James",,"153 Kenston Dr",,,,"Lake Oswego","OR","20054","USA",64,"824-555-4586","236-555-5036",1921/6/8 00:00:00,"S","$30K - $50K","F",2,0,"High School Degree",1994/3/17 00:00:00,"Bronze","Manual","N",3
4615,36253139972.00,"Tomsick","Victoria","L.","6775 Firestone",,,,"Tacoma","WA","17138","USA",84,"966-555-8450","486-555-2415",1972/3/13 00:00:00,"M","$110K - $130K","F",2,2,"Partial High School",1992/4/14 00:00:00,"Bronze","Professional","Y",2
4616,36264378400.00,"Rosendo","Dea",,"4344 Azoras Cir",,,,"Burbank","CA","23342","USA",53,"863-555-9029","582-555-9022",1957/8/4 00:00:00,"S","$30K - $50K","F",1,0,"Partial College",1991/4/7 00:00:00,"Bronze","Manual","N",1
4617,36268112100.00,"Harp","Achari",,"1221 Foxhill Dr",,,,"Berkeley","CA","38287","USA",36,"367-555-6179","194-555-8686",1966/11/26 00:00:00,"M","$110K - $130K","M",4,4,"High School Degree",1992/10/24 00:00:00,"Golden","Professional","Y",3
4618,36291120100.00,"Young","Robert",,"9043 Risdon Road",,,,"Bremerton","WA","88643","USA",76,"947-555-1729","313-555-4922",1949/8/25 00:00:00,"M","$50K - $70K","M",3,1,"High School Degree",1992/4/14 00:00:00,"Bronze","Skilled Manual","N",4
4619,36297841700.00,"Pritts","Barry",,"8830 Versailles Pl",,,,"Salem","OR","90758","USA",23,"713-555-1165","847-555-3215",1967/11/23 00:00:00,"S","$50K - $70K","F",4,0,"Bachelors Degree",1991/3/6 00:00:00,"Normal","Management","N",3
4620,36302025900.00,"Stephens","Kendrick",,"6907 Woodchuck Pl",,,,"Hidalgo","Zacatecas","80985","Mexico",25,"655-555-8001","328-555-1736",1957/2/8 00:00:00,"M","$30K - $50K","F",1,1,"Partial College",1990/6/16 00:00:00,"Bronze","Professional","Y",3
4621,36302921800.00,"Hatter","Birdie",,"6948 Midway Ct",,,,"Imperial Beach","CA","49262","USA",14,"443-555-6065","886-555-7658",1951/9/13 00:00:00,"S","$10K - $30K","M",3,0,"Partial High School",1993/9/19 00:00:00,"Normal","Manual","N",0
4622,36306773424.00,"Vandiver","H. Virginia",,"5279 East L Street",,,,"Walla Walla","WA","31942","USA",88,"409-555-2529","389-555-4808",1940/5/8 00:00:00,"S","$10K - $30K","M",1,0,"Partial High School",1991/9/2 00:00:00,"Normal","Skilled Manual","N",2
4623,36311579942.00,"Arnold","Ronald","B.","8230 Madrone St",,,,"Woodburn","OR","39088","USA",69,"220-555-8222","309-555-4015",1936/5/11 00:00:00,"M","$90K - $110K","M",3,0,"Partial College",1994/6/19 00:00:00,"Normal","Professional","Y",3
4624,36312819123.00,"Valdez","Sean","T.","9471 Tobi Drive",,,,"Shawnee","BC","86929","Canada",105,"447-555-6972","184-555-5790",1937/2/25 00:00:00,"M","$30K - $50K","F",1,0,"High School Degree",1992/11/27 00:00:00,"Bronze","Manual","N",3
4625,36320248800.00,"Wilson","Connie",,"2676 Santa Fe Street",,,,"Kirkland","WA","12207","USA",63,"869-555-2947","126-555-3626",1975/11/2 00:00:00,"M","$50K - $70K","M",2,1,"Partial High School",1990/11/19 00:00:00,"Bronze","Skilled Manual","Y",2
4626,36342210800.00,"Anderson","Ron",,"4171 Miller Avenue",,,,"Woodland Hills","CA","98917","USA",62,"219-555-9326","815-555-1690",1968/5/21 00:00:00,"S","$110K - $130K","F",1,0,"Graduate Degree",1990/6/24 00:00:00,"Bronze","Professional","Y",1
4627,36344302900.00,"Vigil","Janet",,"7629 Bonanza",,,,"Santa Monica","CA","38386","USA",49,"315-555-6933","119-555-1811",1932/12/18 00:00:00,"S","$70K - $90K","M",4,0,"Bachelors Degree",1990/5/20 00:00:00,"Silver","Management","N",4
4628,36347736100.00,"Bubb","Scott",,"2035 Shelly Dr",,,,"La Mesa","CA","18551","USA",11,"588-555-2940","830-555-7504",1943/3/7 00:00:00,"M","$10K - $30K","M",0,0,"Partial High School",1991/11/1 00:00:00,"Normal","Manual","N",1
4629,36357896300.00,"Smith","Janet",,"8403 Roskelley Drive",,,,"Woodburn","OR","23182","USA",69,"946-555-2833","158-555-6254",1954/3/11 00:00:00,"M","$30K - $50K","F",4,4,"High School Degree",1990/11/25 00:00:00,"Golden","Manual","Y",3
4630,36358792200.00,"Cereghino","Cheryl",,"3063 Blue Jay Drive",,,,"Burien","WA","42216","USA",74,"581-555-1126","892-555-1576",1964/9/11 00:00:00,"M","$50K - $70K","M",2,2,"Bachelors Degree",1993/4/7 00:00:00,"Bronze","Professional","Y",2
4631,36361356377.00,"Lilley","Beatrice","R.","9684 Rahn Court",,,,"Newton","BC","13008","Canada",95,"961-555-8647","242-555-7954",1977/3/12 00:00:00,"S","$30K - $50K","M",0,0,"Partial College",1994/4/11 00:00:00,"Bronze","Clerical","N",3
4632,36366388201.00,"Baros","Jeff","R.","4598 Rhea Ct",,,,"Kirkland","WA","97203","USA",63,"619-555-5569","338-555-5561",1930/10/3 00:00:00,"M","$10K - $30K","M",3,3,"Partial High School",1993/1/18 00:00:00,"Normal","Manual","Y",1
4633,36369698000.00,"Perko","Gloria",,"8032 Gumwood","Unit 2C",,,"Beverly Hills","CA","34157","USA",47,"123-555-2718","850-555-5226",1913/12/6 00:00:00,"M","$50K - $70K","M",1,0,"Bachelors Degree",1993/7/17 00:00:00,"Bronze","Professional","Y",2
4634,36373930573.00,"Polley","Cardona","M.","3200 Sandalwood Dr",,,,"San Diego","CA","84513","USA",7,"942-555-1926","969-555-1461",1916/3/18 00:00:00,"M","$10K - $30K","M",4,4,"Partial High School",1994/5/20 00:00:00,"Normal","Skilled Manual","Y",1
4635,36376419700.00,"Broyles","Helen",,"2987 Wiget Lane",,,,"La Jolla","CA","86628","USA",33,"469-555-6704","603-555-8754",1978/5/25 00:00:00,"M","$30K - $50K","M",4,1,"Bachelors Degree",1993/4/23 00:00:00,"Bronze","Management","N",3
4636,36380754100.00,"Barbarelli","Owen",,"1064 Almond Drive",,,,"Richmond","CA","41482","USA",35,"411-555-4540","984-555-7276",1942/7/18 00:00:00,"S","$30K - $50K","M",3,0,"High School Degree",1991/3/3 00:00:00,"Bronze","Manual","Y",3
4637,36390919685.00,"Brunton","John","C.","1105 N. 48th St",,,,"Newton","BC","71424","Canada",95,"551-555-8522","993-555-1114",1968/11/20 00:00:00,"M","$30K - $50K","M",4,4,"High School Degree",1991/3/4 00:00:00,"Golden","Skilled Manual","N",3
4638,36402265400.00,"Lane","Mari",,"2092 Frayne Ct",,,,"Pomona","CA","27812","USA",61,"516-555-4986","497-555-7264",1977/11/2 00:00:00,"S","$30K - $50K","M",2,0,"High School Degree",1991/10/11 00:00:00,"Bronze","Skilled Manual","Y",2
4639,36408241400.00,"Waterhouse","Edward",,"5042 Minert Rd",,,,"Novato","CA","61250","USA",42,"566-555-5336","416-555-6472",1947/11/13 00:00:00,"S","$50K - $70K","F",1,0,"Bachelors Degree",1993/7/9 00:00:00,"Bronze","Management","N",3
4640,36425563097.00,"Bellando","Clarence","W.","3627 Warren Street",,,,"Altadena","CA","82799","USA",50,"554-555-9429","843-555-2250",1910/4/25 00:00:00,"M","$50K - $70K","M",4,1,"High School Degree",1993/11/25 00:00:00,"Bronze","Skilled Manual","Y",1
4641,36436951756.00,"Remley","James","E.","6832 St. Francis Dr",,,,"Langford","BC","82398","Canada",102,"628-555-8407","785-555-9086",1980/10/26 00:00:00,"M","$30K - $50K","M",4,0,"High School Degree",1994/2/17 00:00:00,"Normal","Manual","Y",3
4642,36447230000.00,"Maddox","Cena","R.","8327 Newcastle Road",,,,"Renton","WA","14586","USA",73,"878-555-5786","574-555-7150",1927/10/28 00:00:00,"M","$50K - $70K","M",5,0,"Bachelors Degree",1992/7/3 00:00:00,"Silver","Professional","Y",4
4643,36451564400.00,"Tackett","Julie","D.","4441 Carlisle Way",,,,"Walla Walla","WA","79346","USA",88,"974-555-3393","778-555-7272",1935/5/6 00:00:00,"S","$70K - $90K","F",2,0,"Bachelors Degree",1990/3/24 00:00:00,"Bronze","Professional","N",2
4644,36451671719.00,"Ciccone","Shirley","A.","6191 Storey Lane",,,,"Portland","OR","33219","USA",22,"586-555-3057","589-555-3964",1920/7/3 00:00:00,"S","$130K - $150K","M",3,0,"High School Degree",1993/11/9 00:00:00,"Bronze","Professional","N",3
4645,36456354856.00,"Bayat","Emily",,"2559 Sequoia Woods Pl",,,,"Sedro Woolley","WA","64142","USA",80,"705-555-8293","816-555-2715",1963/3/4 00:00:00,"M","$50K - $70K","F",2,0,"Bachelors Degree",1991/10/14 00:00:00,"Bronze","Professional","Y",3
4646,36456494331.00,"Trujillo","Fred","P.","7218 Canyon Way",,,,"Vancouver","BC","83176","Canada",5,"339-555-6586","651-555-7036",1923/3/17 00:00:00,"M","$30K - $50K","F",3,1,"High School Degree",1992/10/20 00:00:00,"Bronze","Manual","Y",3
4647,36459165811.00,"Tadeo","Tracey","R.","3841 Royal Links Ct",,,,"Merida","Yucatan","53968","Mexico",26,"720-555-5107","901-555-4414",1980/7/27 00:00:00,"S","$70K - $90K","M",1,0,"High School Degree",1991/7/22 00:00:00,"Bronze","Professional","N",3
4648,36459927600.00,"Dr. Verne","Claire","B.","8754 San Marino Ct",,,,"Langford","BC","39163","Canada",102,"378-555-2029","336-555-5679",1965/11/15 00:00:00,"M","$110K - $130K","F",3,2,"Bachelors Degree",1991/12/26 00:00:00,"Bronze","Management","Y",2
4649,36463215900.00,"Lukins","Diamonte","A.","8286 Altura Drive",,,,"Puyallup","WA","75116","USA",86,"908-555-9576","735-555-3083",1910/9/15 00:00:00,"S","$10K - $30K","M",3,0,"Partial High School",1993/3/22 00:00:00,"Normal","Manual","Y",1
4650,36472850441.00,"Hodgson","Brian",,"6110 Joan Ave",,,,"La Jolla","CA","26474","USA",33,"828-555-8784","854-555-8319",1957/10/9 00:00:00,"M","$110K - $130K","M",5,5,"High School Degree",1993/12/6 00:00:00,"Golden","Professional","Y",3
4651,36475242972.00,"Beckman","Amber","L.","5896 Northpoint Ct",,,,"Walla Walla","WA","28589","USA",88,"354-555-4562","489-555-6612",1911/9/13 00:00:00,"M","$130K - $150K","M",3,3,"Graduate Degree",1992/7/5 00:00:00,"Golden","Management","Y",3
4652,36482425928.00,"Gaines","Ann",,"1318 Pinehurst Court",,,,"Richmond","BC","18816","Canada",90,"297-555-2398","870-555-5133",1977/8/3 00:00:00,"M","$30K - $50K","F",3,3,"Partial High School",1992/5/19 00:00:00,"Bronze","Skilled Manual","Y",4
4653,36503170132.00,"Roman","Ginger","K.","4014 Donegal Road",,,,"Santa Anita","DF","86091","Mexico",108,"985-555-9462","528-555-2055",1965/8/2 00:00:00,"M","$50K - $70K","M",3,1,"Bachelors Degree",1991/1/22 00:00:00,"Bronze","Professional","Y",3
4654,36511029005.00,"Wurick","Anna",,"2346 Wren Ave",,,,"Renton","WA","68772","USA",73,"950-555-5926","931-555-8205",1948/7/19 00:00:00,"S","$10K - $30K","M",4,0,"Partial High School",1993/8/11 00:00:00,"Normal","Manual","Y",0
4655,36511533260.00,"Voerge","Tyler","A.","5296 Covington Court",,,,"Merida","Yucatan","32102","Mexico",26,"101-555-6276","851-555-7412",1938/1/17 00:00:00,"M","$50K - $70K","F",4,2,"Bachelors Degree",1992/2/6 00:00:00,"Bronze","Professional","Y",2
4656,36519236600.00,"Bartley","Melba",,"6537 N Ranchford Court",,,,"Woodland Hills","CA","24760","USA",62,"989-555-1369","616-555-6848",1945/5/10 00:00:00,"M","$130K - $150K","F",4,4,"Bachelors Degree",1991/2/20 00:00:00,"Golden","Professional","Y",3
4657,36524166500.00,"Bayol","Derek",,"9741 Limeridge Drive",,,,"Puyallup","WA","24359","USA",86,"162-555-9348","559-555-4684",1919/10/19 00:00:00,"S","$70K - $90K","F",2,0,"Graduate Degree",1993/12/9 00:00:00,"Silver","Management","N",1
4658,36529675722.00,"Barrera","Edward","B.","1237 Dubhe Court",,,,"Olympia","WA","36748","USA",85,"412-555-6726","108-555-8090",1976/8/6 00:00:00,"S","$30K - $50K","F",2,0,"Partial High School",1993/2/19 00:00:00,"Bronze","Skilled Manual","N",4
4659,36531783900.00,"Sims","Sam",,"4696 Silver Oaks Place",,,,"Lebanon","OR","25092","USA",72,"508-555-4333","312-555-8212",1946/11/8 00:00:00,"M","$30K - $50K","F",3,3,"High School Degree",1994/9/21 00:00:00,"Golden","Manual","N",3
4660,36552549600.00,"Maher","Beverly","E.","9100 Main Street",,,,"Richmond","CA","55381","USA",35,"120-555-3998","124-555-4905",1963/9/3 00:00:00,"S","$50K - $70K","M",2,0,"Bachelors Degree",1991/11/7 00:00:00,"Bronze","Professional","N",3
4661,36554759740.00,"Lodes","Virginia","A.","5469 La Canada",,,,"Burnaby","BC","60011","Canada",92,"590-555-6151","702-555-9572",1968/2/28 00:00:00,"M","$30K - $50K","F",3,2,"High School Degree",1994/4/25 00:00:00,"Bronze","Manual","Y",3
4662,36568385400.00,"Peters","Ray","K.","752 Shuey Ave",,,,"Daly City","CA","79045","USA",31,"225-555-4444","536-555-4893",1972/12/22 00:00:00,"S","$130K - $150K","M",1,0,"Partial College",1990/8/19 00:00:00,"Normal","Management","Y",1
4663,36584875583.00,"Rodriguez","Josephine",,"30 Rolling Green Circle",,,,"San Gabriel","CA","49837","USA",52,"606-555-2965","125-555-5930",1979/10/18 00:00:00,"S","$50K - $70K","F",2,0,"Bachelors Degree",1991/2/18 00:00:00,"Bronze","Management","Y",1
4664,36585363745.00,"Syseskey","Georgia","V.","4943 Lightwood Drive",,,,"Santa Monica","CA","35033","USA",49,"263-555-8887","221-555-3537",1938/2/15 00:00:00,"S","$30K - $50K","M",2,0,"High School Degree",1994/3/19 00:00:00,"Bronze","Manual","N",3
4665,36590347300.00,"Stultz","Michele",,"1820 Adobe St",,,,"La Jolla","CA","97278","USA",33,"667-555-6036","494-555-8544",1915/8/12 00:00:00,"S","$10K - $30K","M",2,0,"Partial High School",1990/5/24 00:00:00,"Normal","Skilled Manual","N",2
4666,36592289200.00,"Ritter","Tom",,"9643 Ida Ave",,,,"Lebanon","OR","22344","USA",72,"587-555-5244","852-555-8437",1924/5/3 00:00:00,"M","$90K - $110K","F",3,2,"Partial High School",1991/10/5 00:00:00,"Bronze","Professional","Y",3
4667,36607974800.00,"Cuccia","Mary","D.","9429 Geraldine Dr",,,,"Redmond","WA","24459","USA",19,"113-555-1022","248-555-3072",1910/12/4 00:00:00,"M","$130K - $150K","M",5,5,"High School Degree",1992/2/27 00:00:00,"Golden","Management","Y",3
4668,36626836061.00,"Mitchell","Kathryn",,"7506 Hill Meadow Place",,,,"Issaquah","WA","40977","USA",21,"956-555-7858","629-555-1594",1944/4/27 00:00:00,"S","$10K - $30K","M",2,0,"Partial High School",1990/8/12 00:00:00,"Normal","Skilled Manual","N",0
4669,36627544200.00,"Scherer","Shirley","C.","7547 Delta Fair Blvd.",,,,"La Mesa","CA","92542","USA",11,"744-555-5922","286-555-7515",1964/1/23 00:00:00,"M","$10K - $30K","F",1,1,"Partial High School",1990/12/8 00:00:00,"Normal","Skilled Manual","Y",1
4670,36635612200.00,"Goodwin","Suzann","L.","8534 Willow Pass Road",,,,"Tacoma","WA","90934","USA",84,"948-555-6044","929-555-8322",1979/8/11 00:00:00,"S","$30K - $50K","M",1,0,"High School Degree",1990/4/21 00:00:00,"Bronze","Manual","Y",3
4671,36644426000.00,"Clark","Brent",,"8829 Concord",,,,"Milwaukie","OR","98079","USA",65,"760-555-2737","610-555-3872",1944/1/17 00:00:00,"S","$30K - $50K","F",4,0,"High School Degree",1994/5/15 00:00:00,"Bronze","Manual","Y",3
4672,36657724380.00,"Lambertsen","Jacob","D.","71 Flora Ave",,,,"Langford","BC","46922","Canada",102,"987-555-1487","375-555-3308",1912/2/6 00:00:00,"S","$50K - $70K","M",3,0,"Partial High School",1990/2/26 00:00:00,"Silver","Manual","N",4
4673,36665722727.00,"Stupnik","Warren","G.","3275 Corrinne Court",,,,"Grossmont","CA","20229","USA",17,"272-555-2725","669-555-7061",1918/3/13 00:00:00,"M","$70K - $90K","F",0,0,"Bachelors Degree",1991/11/24 00:00:00,"Bronze","Professional","Y",3
4674,36666983400.00,"White","Lorene",,"4770 Detroit Avenue",,,,"Newport Beach","CA","34232","USA",59,"522-555-9104","457-555-5125",1949/11/8 00:00:00,"S","$50K - $70K","F",4,0,"High School Degree",1993/9/4 00:00:00,"Golden","Manual","N",2
4675,36671371459.00,"Bush","Jackie","L.","885 Shakespeare Drive",,,,"Redwood City","CA","64627","USA",45,"618-555-6711","422-555-1590",1951/11/8 00:00:00,"M","$30K - $50K","M",3,2,"High School Degree",1991/12/3 00:00:00,"Bronze","Skilled Manual","Y",1
4676,36682969331.00,"Laner","Dawn","F.","2634 Dalis Drive",,,,"Spokane","WA","18500","USA",87,"230-555-6375","234-555-7282",1930/5/27 00:00:00,"M","$30K - $50K","F",0,0,"High School Degree",1990/10/14 00:00:00,"Bronze","Manual","Y",3
4677,36695623993.00,"Lackey","Irene","S.","9002 Kathleen Drive",,,,"W. Linn","OR","49422","USA",66,"349-555-2611","461-555-6032",1967/6/22 00:00:00,"S","$10K - $30K","M",1,0,"Partial High School",1992/3/13 00:00:00,"Normal","Skilled Manual","N",1
4678,36698204300.00,"Chiero","Brett","E.","3662 Sequoia Drive",,,,"Albany","OR","68456","USA",71,"884-555-9904","534-555-5011",1933/1/13 00:00:00,"S","$50K - $70K","M",0,0,"Bachelors Degree",1992/7/14 00:00:00,"Bronze","Management","N",3
4679,36707039475.00,"Wilkinson","Kelly","L.","284 Hidden Oak Ct",,,,"Burnaby","BC","39248","Canada",92,"365-555-8425","784-555-2390",1914/10/18 00:00:00,"S","$70K - $90K","M",5,0,"Graduate Degree",1991/11/21 00:00:00,"Bronze","Management","Y",3
4680,36709110100.00,"Budig","Maryjo",,"5197 Camino Ricardo",,,,"West Covina","CA","24444","USA",60,"922-555-5347","880-555-8997",1975/10/12 00:00:00,"S","$50K - $70K","F",5,0,"Partial College",1993/6/11 00:00:00,"Bronze","Clerical","N",4
4681,36718074100.00,"Heil","Bill","W.","4730 Peterson Place",,,,"San Carlos","CA","60397","USA",44,"426-555-2497","253-555-5004",1926/4/17 00:00:00,"S","$30K - $50K","M",0,0,"High School Degree",1991/12/2 00:00:00,"Bronze","Skilled Manual","N",2
4682,36720075011.00,"Spivey","Marjorie",,"9897 Bayview Cir",,,,"Edmonds","WA","11754","USA",83,"345-555-1704","611-555-4897",1967/9/5 00:00:00,"M","$30K - $50K","M",4,2,"High School Degree",1990/5/18 00:00:00,"Golden","Skilled Manual","N",2
4683,36723599400.00,"Barron","Barbara","L.","9683 Concord Blvd.",,,,"Tlaxiaco","Oaxaca","13869","Mexico",30,"772-555-6482","907-555-8532",1915/12/3 00:00:00,"M","$110K - $130K","F",4,4,"Graduate Degree",1993/5/11 00:00:00,"Golden","Professional","Y",3
4684,36724699139.00,"Voeltz","Trudy","L.","7761 Azoras Cir",,,,"Colma","CA","30388","USA",32,"714-555-4318","388-555-7054",1917/6/26 00:00:00,"S","$30K - $50K","F",2,0,"Partial High School",1993/7/20 00:00:00,"Bronze","Skilled Manual","N",3
4685,36724795700.00,"Filler","Rachel",,"458 Union St","#4",,,"Altadena","CA","97664","USA",50,"857-555-8221","638-555-4471",1911/2/4 00:00:00,"M","$30K - $50K","M",3,1,"High School Degree",1991/8/13 00:00:00,"Bronze","Manual","N",3
4686,36729575400.00,"Brydum","Roxanne",,"8788 Green Leaf Drive",,,,"Downey","CA","54052","USA",58,"161-555-8342","142-555-1621",1958/6/16 00:00:00,"S","$50K - $70K","F",2,0,"Bachelors Degree",1993/7/23 00:00:00,"Bronze","Professional","N",1
4687,36733759600.00,"Sutton","Ann-christine",,"1739 Sun View Terr","#315",,,"Lincoln Acres","CA","87490","USA",10,"872-555-5035","722-555-6171",1955/7/19 00:00:00,"S","$30K - $50K","M",3,0,"Partial College",1993/8/23 00:00:00,"Bronze","Professional","Y",3
4688,36740196943.00,"Whitney","Daisy","S.","325 Woodbury Place",,,,"Beverly Hills","CA","10040","USA",47,"199-555-3785","488-555-5607",1955/4/6 00:00:00,"M","$90K - $110K","F",2,0,"Partial College",1990/1/5 00:00:00,"Bronze","Management","Y",3
4689,36757684946.00,"Swenson","Ruth",,"3529 Sweetwater Drive",,,,"Oak Bay","BC","9640","Canada",99,"934-555-8106","430-555-3442",1923/2/10 00:00:00,"M","$70K - $90K","M",3,1,"Bachelors Degree",1993/7/26 00:00:00,"Bronze","Management","N",1
4690,36757920980.00,"Vigil","Cindy",,"5024 Valley Oak Plaza",,,,"Corvallis","OR","96350","USA",70,"284-555-5485","219-555-1507",1916/6/2 00:00:00,"M","$30K - $50K","M",4,3,"High School Degree",1993/2/3 00:00:00,"Golden","Manual","Y",3
4691,36766327000.00,"Winder","Mae",,"5041 Stillwater Court","#205",,,"Olympia","WA","62111","USA",85,"619-555-6749","184-555-6971",1962/5/10 00:00:00,"S","$90K - $110K","F",2,0,"Partial High School",1993/12/27 00:00:00,"Bronze","Professional","N",3
4692,36768134832.00,"Easton","Thelma",,"6790 Edward Avenue",,,,"Redmond","WA","66954","USA",19,"892-555-2756","895-555-3663",1973/7/26 00:00:00,"S","$110K - $130K","M",3,0,"Partial High School",1994/7/8 00:00:00,"Bronze","Management","Y",4
4693,36768982410.00,"Tkachenko","Ronald","A.","3159 Lime Ridge Drive",,,,"Port Orchard","WA","71584","USA",77,"111-555-7992","222-555-2414",1976/6/15 00:00:00,"S","$30K - $50K","M",2,0,"High School Degree",1993/7/5 00:00:00,"Bronze","Skilled Manual","Y",2
4694,36771128177.00,"Hickey","Rodger","A.","7817 Mt. Wilson Way",,,,"Los Angeles","CA","90618","USA",3,"645-555-6285","296-555-1392",1974/9/4 00:00:00,"M","$10K - $30K","F",4,1,"Partial High School",1992/11/14 00:00:00,"Normal","Skilled Manual","N",0
4695,36779770255.00,"Gilliom","Patricia",,"4440 Keywood Ct",,,,"Salem","OR","87702","USA",23,"126-555-4806","545-555-7771",1917/3/5 00:00:00,"S","$10K - $30K","F",3,0,"Partial High School",1992/8/7 00:00:00,"Normal","Manual","N",0
4696,36798003911.00,"Strankman","Chloe","D.","2010 Coachman  Place",,,,"Oak Bay","BC","72898","Canada",99,"684-555-1728","642-555-5378",1940/11/24 00:00:00,"S","$30K - $50K","F",2,0,"High School Degree",1992/8/25 00:00:00,"Bronze","Manual","N",3
4697,36801431800.00,"Clark","Robert",,"8885 Riber Ash Court",,,,"Edmonds","WA","98522","USA",83,"187-555-7878","127-555-3645",1923/1/26 00:00:00,"S","$30K - $50K","F",3,0,"Partial College",1992/3/24 00:00:00,"Bronze","Professional","Y",1
4698,36811291600.00,"Forbes","Diane",,"6709 Brush Creek Drive",,,,"Acapulco","Guerrero","60208","Mexico",28,"219-555-9345","485-555-3538",1926/3/12 00:00:00,"S","$50K - $70K","F",2,0,"Bachelors Degree",1993/1/27 00:00:00,"Bronze","Professional","N",2
4699,36840817332.00,"Castro","Dennis","B.","6495 Argenta Dr",,,,"Edmonds","WA","62323","USA",83,"885-555-8781","119-555-1831",1918/5/18 00:00:00,"M","$110K - $130K","M",3,2,"High School Degree",1991/5/8 00:00:00,"Bronze","Professional","N",1
4700,36842963100.00,"Hughs","Kenneth","A.","4573 Bonifacio Street",,,,"Olympia","WA","52550","USA",85,"827-555-6616","261-555-5695",1952/7/11 00:00:00,"S","$10K - $30K","M",4,0,"Partial High School",1992/4/15 00:00:00,"Normal","Skilled Manual","N",0
4701,36856642365.00,"Turrin","Jackie","L.","4613 Pinon Drive",,,,"Cliffside","BC","20827","Canada",103,"377-555-1023","158-555-6274",1978/11/13 00:00:00,"M","$130K - $150K","M",4,2,"High School Degree",1993/4/16 00:00:00,"Silver","Management","N",2
4702,36876152753.00,"Maley","Christine","R.","2945 Hilton Way",,,,"Santa Cruz","CA","35072","USA",40,"581-555-1145","562-555-3424",1929/3/6 00:00:00,"M","$30K - $50K","M",1,1,"High School Degree",1993/11/23 00:00:00,"Bronze","Skilled Manual","Y",2
4703,36877011060.00,"Cox","Ken",,"5895 Orchid Ct",,,,"Issaquah","WA","36945","USA",21,"392-555-6838","242-555-7973",1958/11/6 00:00:00,"S","$70K - $90K","F",2,0,"High School Degree",1990/8/21 00:00:00,"Silver","Management","Y",2
4704,36877402663.00,"Morgan","Cherrie","A.","7136 Almond Drive",,,,"Downey","CA","58494","USA",58,"619-555-5588","908-555-7409",1920/5/18 00:00:00,"M","$50K - $70K","M",5,0,"High School Degree",1990/9/26 00:00:00,"Silver","Skilled Manual","Y",2
4705,36899284100.00,"Parker","Jody",,"341 Victory Lane",,,,"Everett","WA","58094","USA",81,"453-555-9909","850-555-5245",1932/2/3 00:00:00,"S","$50K - $70K","M",3,0,"High School Degree",1991/3/2 00:00:00,"Normal","Skilled Manual","N",2
4706,36901370882.00,"Rayburn","Bette","J","1836 Westwood Lane",,,,"Everett","WA","45805","USA",81,"942-555-1945","638-555-3309",1957/3/19 00:00:00,"M","$10K - $30K","M",0,0,"Partial High School",1994/8/15 00:00:00,"Normal","Manual","Y",0
4707,36909632086.00,"Cline","Nicholas","W","5295 MacAlven Drive",,,,"Beaverton","OR","84273","USA",67,"139-555-8552","604-555-8773",1953/7/14 00:00:00,"M","$70K - $90K","F",2,2,"Bachelors Degree",1994/4/12 00:00:00,"Bronze","Management","N",2
4708,36933498382.00,"Tung","John","H.","9699 Warren Street",,,,"Tlaxiaco","Oaxaca","31977","Mexico",30,"411-555-4559","415-555-5466",1938/8/11 00:00:00,"M","$70K - $90K","F",2,2,"Bachelors Degree",1992/7/17 00:00:00,"Bronze","Management","Y",2
4709,36935901641.00,"Vigil","Steven","A.","6068 Campbell Ave",,,,"Walla Walla","WA","36607","USA",88,"769-555-4452","642-555-4216",1911/5/12 00:00:00,"M","$90K - $110K","M",4,0,"Bachelors Degree",1993/3/10 00:00:00,"Bronze","Professional","N",3
4710,36945444900.00,"Conley","Dave",,"8071 Daylight Place",,,,"Bellflower","CA","55641","USA",55,"755-555-8663","406-555-3770",1941/4/25 00:00:00,"M","$30K - $50K","F",0,0,"High School Degree",1991/6/28 00:00:00,"Bronze","Skilled Manual","Y",1
4711,36976338624.00,"Skaife","Con","D.","7350 Bluejay Dr",,,,"Bremerton","WA","26433","USA",76,"236-555-7184","655-555-1148",1928/8/7 00:00:00,"M","$30K - $50K","F",3,3,"Partial College",1993/11/18 00:00:00,"Bronze","Skilled Manual","Y",3
4712,36977717280.00,"Harris","Debra","A.","2264 Storey Lane",,,,"Renton","WA","11629","USA",73,"794-555-4105","752-555-7755",1913/2/23 00:00:00,"S","$30K - $50K","M",5,0,"Partial College",1990/8/7 00:00:00,"Bronze","Professional","N",3
